source_column,storage_type,source_class,parquet_type,variable_label,source_format,missing_values,missing_range,public,publication_note
t3q46,double,numeric,float64,,%8.0g,,,TRUE,Retained
t2t3filter,double,numeric,float64,,%8.0g,,,TRUE,Retained
fromt2t3,double,numeric,float64,,%8.0g,,,TRUE,Retained
t2q42,double,numeric,float64,,%8.0g,,,TRUE,Retained
id,double,numeric,float64,t3_Participant Number,%8.0g,,,TRUE,Retained
idnum,double,numeric,float64,idnum,%12.0g,,,TRUE,Retained
q1,double,haven_labelled|vctrs_vctr|double,float64,"1 ALL IN ALL, HOW WELL OR POORLY WOULD YOU SAY THE SYSTEM OF DEMOCRACY IN CALIFO",%8.0g,,,TRUE,Retained
q2,double,haven_labelled|vctrs_vctr|double,float64,2 HOW DESIRABLE OR UNDESIRABLE IS THE FOLLOWING?  INCREASING THE NUMBER OF LEGIS,%8.0g,,,TRUE,Retained
q3,double,haven_labelled|vctrs_vctr|double,float64,3 HOW DESIRABLE OR UNDESIRABLE IS THE FOLLOWING?  MAKING THE STATE LEGISLATURE A,%8.0g,,,TRUE,Retained
q4,double,haven_labelled|vctrs_vctr|double,float64,4 HOW DESIRABLE OR UNDESIRABLE IS THE FOLLOWING?  INCREASING ASSEMBLY TERMS FROM,%8.0g,,,TRUE,Retained
q5,double,haven_labelled|vctrs_vctr|double,float64,5 HOW DESIRABLE OR UNDESIRABLE IS THE FOLLOWING?  ALLOWING INITIATIVE PROPONENTS,%8.0g,,,TRUE,Retained
q6,double,haven_labelled|vctrs_vctr|double,float64,6 HOW DESIRABLE OR UNDESIRABLE IS THE FOLLOWING?  ALLOWING INITIATIVE PROPONENTS,%8.0g,,,TRUE,Retained
q7,double,haven_labelled|vctrs_vctr|double,float64,7 HOW DESIRABLE OR UNDESIRABLE IS THE FOLLOWING?  ALLOWING THE LEGISLATURE TO EN,%8.0g,,,TRUE,Retained
q8,double,haven_labelled|vctrs_vctr|double,float64,8 HOW DESIRABLE OR UNDESIRABLE IS THE FOLLOWING?  PUTTING ALL INITIATIVE DEALING,%8.0g,,,TRUE,Retained
q9,double,haven_labelled|vctrs_vctr|double,float64,9 HOW DESIRABLE OR UNDESIRABLE IS THE FOLLOWING?  ALLOWING SIGNATURES FOR INITIA,%8.0g,,,TRUE,Retained
q10,double,haven_labelled|vctrs_vctr|double,float64,10 HOW DESIRABLE OR UNDESIRABLE IS THE FOLLOWING?  REQUIRING THAT INITIATIVES SA,%8.0g,,,TRUE,Retained
q11,double,haven_labelled|vctrs_vctr|double,float64,11 HOW DESIRABLE OR UNDESIRABLE IS THE FOLLOWING?  PROHIBITING INITIATIVES THAT,%8.0g,,,TRUE,Retained
q12,double,haven_labelled|vctrs_vctr|double,float64,12 HOW DESIRABLE OR UNDESIRABLE IS THE FOLLOWING?  REQUIRING ELECTION CAMPAIGN C,%8.0g,,,TRUE,Retained
q13,double,haven_labelled|vctrs_vctr|double,float64,13 HOW DESIRABLE OR UNDESIRABLE IS THE FOLLOWING?  ALLOWING VOTERS TO RANK THEIR,%8.0g,,,TRUE,Retained
q14,double,haven_labelled|vctrs_vctr|double,float64,14 HOW DESIRABLE OR UNDESIRABLE IS THE FOLLOWING?  PERMITTING PETITIONS FOR BALL,%8.0g,,,TRUE,Retained
q15,double,haven_labelled|vctrs_vctr|double,float64,15 HOW DESIRABLE OR UNDESIRABLE IS THE FOLLOWING?  REDUCING THE NUMBER OF BILLS,%8.0g,,,TRUE,Retained
q16,double,haven_labelled|vctrs_vctr|double,float64,16 HOW DESIRABLE OR UNDESIRABLE IS THE FOLLOWING?  REDUCING THE LENGTH OF THE ST,%8.0g,,,TRUE,Retained
q17,double,haven_labelled|vctrs_vctr|double,float64,17 HOW DESIRABLE OR UNDESIRABLE IS THE FOLLOWING?  APPOINTING ALL CALIFORNIA JUD,%8.0g,,,TRUE,Retained
q18,double,haven_labelled|vctrs_vctr|double,float64,18 HOW DESIRABLE OR UNDESIRABLE IS THE FOLLOWING?  APPLYING THE SALES TAX TO SER,%8.0g,,,TRUE,Retained
q19,double,haven_labelled|vctrs_vctr|double,float64,19 HOW DESIRABLE OR UNDESIRABLE IS THE FOLLOWING?  FLATTENING THE STATE INCOME T,%8.0g,,,TRUE,Retained
q20,double,haven_labelled|vctrs_vctr|double,float64,20 HOW DESIRABLE OR UNDESIRABLE IS THE FOLLOWING?  TAXING NON-RESIDENTIAL PROPER,%8.0g,,,TRUE,Retained
q21,double,haven_labelled|vctrs_vctr|double,float64,21 HOW DESIRABLE OR UNDESIRABLE IS THE FOLLOWING?  INCREASING THE VEHICLE LICENS,%8.0g,,,TRUE,Retained
q22,double,haven_labelled|vctrs_vctr|double,float64,22 HOW DESIRABLE OR UNDESIRABLE IS THE FOLLOWING?  REQUIRING THAT CHANGES IN COM,%8.0g,,,TRUE,Retained
q23,double,haven_labelled|vctrs_vctr|double,float64,23 HOW DESIRABLE OR UNDESIRABLE IS THE FOLLOWING?  REQUIRING THE SAME 55 PERCENT,%8.0g,,,TRUE,Retained
q24,double,haven_labelled|vctrs_vctr|double,float64,24 HOW DESIRABLE OR UNDESIRABLE IS THE FOLLOWING?  ASSIGNING RESPONSIBILITY FOR,%8.0g,,,TRUE,Retained
q25,double,haven_labelled|vctrs_vctr|double,float64,25 HOW DESIRABLE OR UNDESIRABLE IS THE FOLLOWING?  GIVING CONTROL OF THE FUNDING,%8.0g,,,TRUE,Retained
q26,double,haven_labelled|vctrs_vctr|double,float64,26 HOW DESIRABLE OR UNDESIRABLE IS THE FOLLOWING?  MAKING IT EASIER FOR LOCAL GO,%8.0g,,,TRUE,Retained
q27,double,haven_labelled|vctrs_vctr|double,float64,27 HOW DESIRABLE OR UNDESIRABLE IS THE FOLLOWING?  ALLOW LOCAL GOVERNMENTS TO RA,%8.0g,,,TRUE,Retained
q28,double,haven_labelled|vctrs_vctr|double,float64,28 HOW DESIRABLE OR UNDESIRABLE IS THE FOLLOWING?  ESTABLISHING A PROCESS TO CON,%8.0g,,,TRUE,Retained
q29,double,haven_labelled|vctrs_vctr|double,float64,29 HOW MUCH OR LITTLE WOULD YOU SAY THE CALIFORNIA STATE LEGISLATURE IS ABLE TO,%8.0g,,,TRUE,Retained
q30,double,haven_labelled|vctrs_vctr|double,float64,30 TO WHAT EXTENT IS THE ABILITY OF THE STATE LEGISLATURE TO GET THINGS DONE AFF,%8.0g,,,TRUE,Retained
q31,double,haven_labelled|vctrs_vctr|double,float64,31 HOW MUCH DECISION-MAKING AUTHORITY SHOULD THERE BE AT THE LOCAL LEVEL VERSUS,%8.0g,,,TRUE,Retained
q32,double,haven_labelled|vctrs_vctr|double,float64,32 HOW MUCH TAXATION POWER SHOULD THERE BE AT THE LOCAL VERSUS STATE LEVEL?,%8.0g,,,TRUE,Retained
q33,double,haven_labelled|vctrs_vctr|double,float64,33 HOW MUCH OF THE STATE'S MAJOR DECISIONS SHOULD BE MADE BY VOTERS IN REFERENDU,%8.0g,,,TRUE,Retained
q34,double,haven_labelled|vctrs_vctr|double,float64,34 TO WHAT EXTENT DO YOU AGREE OR DISAGREE WITH THE FOLLOWING STATEMENT?  PEOPLE,%8.0g,,,TRUE,Retained
q35,double,haven_labelled|vctrs_vctr|double,float64,35 TO WHAT EXTENT DO YOU AGREE OR DISAGREE WITH THE FOLLOWING STATEMENT?  PUBLIC,%8.0g,,,TRUE,Retained
q36,double,haven_labelled|vctrs_vctr|double,float64,36 TO WHAT EXTENT DO YOU AGREE OR DISAGREE WITH THE FOLLOWING STATEMENT?  MOST P,%8.0g,,,TRUE,Retained
q37,double,haven_labelled|vctrs_vctr|double,float64,"37 WHICH POLITICAL PARTY HOLDS THE MAJORITY IN THE CALIFORNIA STATE SENATE, OR C",%8.0g,,,TRUE,Retained
