source_column,storage_type,source_class,parquet_type,variable_label,source_format,missing_values,missing_range,public,publication_note
RESPNUM,double,numeric,float64,*RESPNUM,%10.0g,,,TRUE,Retained
DISPOS,double,numeric,float64,*DISPOS,%10.0g,,,TRUE,Retained
COMFIRMEDSTATUS,double,numeric,float64,COMFIRMED STATUS,%10.0g,,,TRUE,Retained
RANKING,double,numeric,float64,Likelihood of attending the DP,%10.0g,,,TRUE,Retained
PARTICIPANTID,double,numeric,float64,PARTICIPANT ID,%10.0g,,,TRUE,Retained
GRP,double,numeric,float64,Small Group #,%10.0g,,,TRUE,Retained
CITY,character,character,,City,%20s,,,FALSE,Excluded; see source_field_exclusions
ZCODE,character,character,,Zipcode,%12s,,,FALSE,Excluded; see source_field_exclusions
ALTPHN,character,character,,,%45s,,,FALSE,Excluded; see source_field_exclusions
BSTTIM,character,character,,,%68s,,,FALSE,Excluded; see source_field_exclusions
COMMENT1,character,character,,,%244s,,,FALSE,Excluded; see source_field_exclusions
SRVYINV,character,character,,,%22s,,,FALSE,Excluded; see source_field_exclusions
Q1,double,haven_labelled|vctrs_vctr|double,float64,T1 More housing or restrict housing (Policy Scale),%10.0g,,,TRUE,Retained
Q2,double,haven_labelled|vctrs_vctr|double,float64,T1 Already developed or open space? (policy scale),%10.0g,,,TRUE,Retained
Q3,double,haven_labelled|vctrs_vctr|double,float64,T1 Attract jobs or minimize commuters? (policy scale),%10.0g,,,TRUE,Retained
Q4,double,haven_labelled|vctrs_vctr|double,float64,T1 Below market housing or marketing housing? (policy scale),%10.0g,,,TRUE,Retained
Q5,double,haven_labelled|vctrs_vctr|double,float64,T1 Who should have the most say in planning and approving new housing developmen,%10.0g,,,TRUE,Retained
Q6,double,haven_labelled|vctrs_vctr|double,float64,T1 Who should have the least say in planning and approving new housing?,%10.0g,,,TRUE,Retained
Q7,double,haven_labelled|vctrs_vctr|double,float64,T1 Importance of improving public consultation in housing (policy scale),%10.0g,,,TRUE,Retained
Q8,double,haven_labelled|vctrs_vctr|double,float64,T1 Housing is a county- or state-level issue? (policy scale),%10.0g,,,TRUE,Retained
Q9,double,haven_labelled|vctrs_vctr|double,float64,T1 Housing is a county- or state-level issue? (policy scale),%10.0g,,,TRUE,Retained
Q10,double,haven_labelled|vctrs_vctr|double,float64,T1 Support or oppose more regional authority over housing policy? (policy scale),%10.0g,,,TRUE,Retained
Q11,double,haven_labelled|vctrs_vctr|double,float64,T1 Who should be most responsible for ensuring regional cooperation? (policy sca,%10.0g,,,TRUE,Retained
Q12A,double,haven_labelled|vctrs_vctr|double,float64,T1 Impact of new housing on quality of life (empricial premise),%10.0g,,,TRUE,Retained
Q12B,double,haven_labelled|vctrs_vctr|double,float64,T1 Impact of new housing development on economic vitality? (empirical premise),%10.0g,,,TRUE,Retained
Q12C,double,haven_labelled|vctrs_vctr|double,float64,T1 Impact of new housing development on social/family connections? (empirical pr,%10.0g,,,TRUE,Retained
Q12D,double,haven_labelled|vctrs_vctr|double,float64,T1 Impact of new housing development on property values? (empirical premise),%10.0g,,,TRUE,Retained
Q12E,double,haven_labelled|vctrs_vctr|double,float64,T1 Impact of new housing development on civic participation? (empirical premise),%10.0g,,,TRUE,Retained
Q12F,double,haven_labelled|vctrs_vctr|double,float64,T1 Impact of new housing development on quality of schools? (empirical premise),%10.0g,,,TRUE,Retained
Q12G,double,haven_labelled|vctrs_vctr|double,float64,T1 Impact of new housing development on local taxes?,%10.0g,,,TRUE,Retained
Q12H,double,haven_labelled|vctrs_vctr|double,float64,T1 Impact of new housing development on infrastructure costs? (empirical premise,%10.0g,,,TRUE,Retained
Q13,double,haven_labelled|vctrs_vctr|double,float64,T1 Impact of new housing development on local govt budgets,%10.0g,,,TRUE,Retained
Q14,double,haven_labelled|vctrs_vctr|double,float64,T1 How good/bad for the environment is infill? (empirical premise),%10.0g,,,TRUE,Retained
Q15,double,haven_labelled|vctrs_vctr|double,float64,T1 How much restricting development causes jobs to move away (empirical premise),%10.0g,,,TRUE,Retained
Q16,double,haven_labelled|vctrs_vctr|double,float64,T1 How much restricting housing causes vitial services to suffer? (empirical pre,%10.0g,,,TRUE,Retained
Q17A,double,haven_labelled|vctrs_vctr|double,float64,T1 Local review of housing projects is the only way communities can hold develop,%10.0g,,,TRUE,Retained
Q17B,double,haven_labelled|vctrs_vctr|double,float64,T1 Local government is too responsive to the most vocal residents,%10.0g,,,TRUE,Retained
Q17C,double,haven_labelled|vctrs_vctr|double,float64,T1 Countywide approaches create new options unavailable to any individual city,%10.0g,,,TRUE,Retained
Q17D,double,haven_labelled|vctrs_vctr|double,float64,T1 Countywide approaches allow for sharing resources across cities,%10.0g,,,TRUE,Retained
Q17E1,double,haven_labelled|vctrs_vctr|double,float64,T1 San Mateo County can have job growth without housing growth,%10.0g,,,TRUE,Retained
Q17E2,double,haven_labelled|vctrs_vctr|double,float64,T1 San Mateo County cannot accommodate job growth without housing growth.,%10.0g,,,TRUE,Retained
Q17F,double,haven_labelled|vctrs_vctr|double,float64,T1 Requiring developers to include housing priced at below the market rate will,%10.0g,,,TRUE,Retained
Q17G,double,haven_labelled|vctrs_vctr|double,float64,T1 Rezoning some currently protected open space areas to allow housing developme,%10.0g,,,TRUE,Retained
Q17H1,double,haven_labelled|vctrs_vctr|double,float64,T1 Public funding for housing developments will bring the price down to what mos,%10.0g,,,TRUE,Retained
Q17H2,double,haven_labelled|vctrs_vctr|double,float64,T1 Public funding for housing developments will not be enough to bring the price,%10.0g,,,TRUE,Retained
Q17I1,double,haven_labelled|vctrs_vctr|double,float64,T1 Public funding for housing developments can be allocated fairly,%10.0g,,,TRUE,Retained
Q17I2,double,haven_labelled|vctrs_vctr|double,float64,T1 It is impossible to allocate public funding for housing developments fairly,%10.0g,,,TRUE,Retained
ab1,double,numeric,float64,,%10.0g,,,TRUE,Retained
ab2,double,numeric,float64,,%10.0g,,,TRUE,Retained
ab3,double,numeric,float64,,%10.0g,,,TRUE,Retained
Q18A,double,haven_labelled|vctrs_vctr|double,float64,T1 How important Making sure that everyone has a place to live(value questions),%10.0g,,,TRUE,Retained
Q18B,double,haven_labelled|vctrs_vctr|double,float64,T1 How important Preserving open space(value questions),%10.0g,,,TRUE,Retained
Q18C,double,haven_labelled|vctrs_vctr|double,float64,T1 How important Encouraging economic growth(value questions),%10.0g,,,TRUE,Retained
Q18D,double,haven_labelled|vctrs_vctr|double,float64,T1 How important Maintaining the current character of our communities(value ques,%10.0g,,,TRUE,Retained
Q18E,double,haven_labelled|vctrs_vctr|double,float64,T1 How important Having middle income workers in the community(value questions),%10.0g,,,TRUE,Retained
Q18F,double,haven_labelled|vctrs_vctr|double,float64,T1 How important Making it possible for people who grew up here  to live here(va,%10.0g,,,TRUE,Retained
Q18G,double,haven_labelled|vctrs_vctr|double,float64,T1 How important Slowing the growth of suburban sprawl(value questions),%10.0g,,,TRUE,Retained
Q18H,double,haven_labelled|vctrs_vctr|double,float64,T1 How important Having lower income workers in the community(value questions),%10.0g,,,TRUE,Retained
Q19,double,haven_labelled|vctrs_vctr|double,float64,T1 Gap between new homes needed and produced (PK),%10.0g,,,TRUE,Retained
Q20,double,haven_labelled|vctrs_vctr|double,float64,T1 Median price home in 2007 (PK),%10.0g,,,TRUE,Retained
Q21,double,haven_labelled|vctrs_vctr|double,float64,T1 Perc who can afford median home in 2006 (PK),%10.0g,,,TRUE,Retained
Q22,double,haven_labelled|vctrs_vctr|double,float64,T1 Avg rent for 2bed in 2007 (PK),%10.0g,,,TRUE,Retained
Q23,double,haven_labelled|vctrs_vctr|double,float64,T1 Grow in projected housing gap to 2025? (PK),%10.0g,,,TRUE,Retained
Q24,double,haven_labelled|vctrs_vctr|double,float64,T1 Perc of new houses for low income? (PK),%10.0g,,,TRUE,Retained
Q25,double,haven_labelled|vctrs_vctr|double,float64,T1 Projected new homes by 2025? (PK),%10.0g,,,TRUE,Retained
Q26,double,haven_labelled|vctrs_vctr|double,float64,T1 Perc of land that is open space? (PK),%10.0g,,,TRUE,Retained
Q127,double,numeric,float64,Number of times at new housing meetings,%10.0g,,,TRUE,Retained
Q128,double,haven_labelled|vctrs_vctr|double,float64,Education,%10.0g,,,TRUE,Retained
Q128OTHER,character,character,,Education - Other,%18s,,,FALSE,Excluded; see source_field_exclusions
