poll_id,artifact_id,artifact_type,title,location,source_id,original_archive_path,sha256,rights_status,disclosure_status,publication_status,notes
tomorrows-europe-2007,cor-sood-tomorrows-europe-2007,data,Cor-Sood scored knowledge battery,data/tomorrows-europe-2007/knowledge-battery.csv,cor-sood-tomorrows-europe-2007,replication/data.zip:data/eu2007.csv,c003ca6cf5a2863a7d802563fe87bfa54e3efcdb260c8b3b7567af2842c30ed7,public-license,approved-public,published,Scored binary items; row number is not a respondent identifier
tomorrows-europe-2007,cdd-tomorrows-europe-2007-survey,data,Reviewed poll-level survey,data/tomorrows-europe-2007/survey.parquet,cdd-tomorrows-europe-2007-survey,data/eu_2007/eu.sav,96ddb2c585c9aee839547117a910a977a2abf27584d04cd70eb031afc5aa3e02,owner-approved,approved-redacted,published,Reviewed source; archive path and hash retained; source license not inferred
tomorrows-europe-2007,cdd-tomorrows-europe-2007-survey-variables,codebook,Source variables,data/tomorrows-europe-2007/variables.csv,cdd-tomorrows-europe-2007-survey-variables,data/eu_2007/eu.sav,50f7fdd71d72f7d5b4ce3187dcb703497c3ebe948ae3fddbf31c8a5e71517a5b,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
tomorrows-europe-2007,cdd-tomorrows-europe-2007-survey-value-labels,codebook,Source value-labels,data/tomorrows-europe-2007/value-labels.csv,cdd-tomorrows-europe-2007-survey-value-labels,data/eu_2007/eu.sav,b49211827850f81119d9f707d97d270a61b8a2898713e7599acc79ff95e2ea2d,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
tomorrows-europe-2007,cdd-tomorrows-europe-2007-questionnaire-post,questionnaire,Original questionnaire-post.doc,data/tomorrows-europe-2007/questionnaire-post.doc,cdd-tomorrows-europe-2007-questionnaire-post,data/eu_2007/T3 questionnaire_EN.doc,dacfd087a535bffd06d1aa3dfd34fe2db79a961ced113bcd82a6d025475d2394,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
tomorrows-europe-2007,material-14f09619eb8626fc-tomorrows-europe-2007,codebook,AllPollIndices,data/shared/codebooks/attitude_indices/allpollindices.csv,material-14f09619eb8626fc,meta_data/attitude_indices/AllPollIndices.csv,14f09619eb8626fc7861fe1bd3ca498a35fec8cfdcc8ba9728ff6e80b9e56992,review-required,approved-public,published,Cross-poll definition reference. Check the named poll and file version before interpreting formulas; crosswalk labels are not authoritative by themselves. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
tomorrows-europe-2007,material-e0ff5cf4f836a41b-tomorrows-europe-2007,codebook,AllPollIndices_withEmpiricalPremises,data/shared/codebooks/attitude_indices/allpollindices-withempiricalpremises.csv,material-e0ff5cf4f836a41b,meta_data/attitude_indices/AllPollIndices_withEmpiricalPremises.csv,e0ff5cf4f836a41b9bb66245130d5246dd7a942668872045c5ee66be48d1f2f5,review-required,approved-public,published,Cross-poll definition reference. Check the named poll and file version before interpreting formulas; crosswalk labels are not authoritative by themselves. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
tomorrows-europe-2007,material-9408908108592c63-tomorrows-europe-2007,codebook,Appendix A -1-13-14,data/shared/codebooks/knowledge_indices/appendix-a-1-13-14.docx,material-9408908108592c63,meta_data/knowledge_indices/Appendix A -1-13-14.docx,9408908108592c6339ae1041bd0d118c210451535cd317be4c431871b0c5e75c,review-required,approved-public,published,Cross-poll definition reference. Check the named poll and file version before interpreting formulas; crosswalk labels are not authoritative by themselves. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
tomorrows-europe-2007,material-a6eea8ca19a00fe8-tomorrows-europe-2007,codebook,Appendix A -9-14-14,data/shared/codebooks/knowledge_indices/appendix-a-9-14-14.docx,material-a6eea8ca19a00fe8,meta_data/knowledge_indices/Appendix A -9-14-14.docx,a6eea8ca19a00fe84b2b3bab798a67aec325c43ae5be66f3a51525976e1032d1,review-required,approved-public,published,Cross-poll definition reference. Check the named poll and file version before interpreting formulas; crosswalk labels are not authoritative by themselves. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
tomorrows-europe-2007,material-7af1872d80219bc0-tomorrows-europe-2007,codebook,Rosetta Stone,data/shared/codebooks/rosetta_stone/rosetta-stone.xls,material-7af1872d80219bc0,meta_data/rosetta_stone/Rosetta Stone.xls,7af1872d80219bc0f745e63c426cec847e480a8c2aa180072f6e2a838b4974c3,review-required,approved-public,published,Cross-poll definition reference. Check the named poll and file version before interpreting formulas; crosswalk labels are not authoritative by themselves. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
