poll_id,artifact_id,artifact_type,title,location,source_id,original_archive_path,sha256,rights_status,disclosure_status,publication_status,notes
australia-republic-1999,cor-sood-australia-republic-1999,data,Cor-Sood scored knowledge battery,data/australia-republic-1999/knowledge-battery.csv,cor-sood-australia-republic-1999,replication/data.zip:data/aus.csv,c9cb05f1fb001335dcd846e50d91f4047c2d9fef888438b2a3456eb524ffb2c5,public-license,approved-public,published,Scored binary items; row number is not a respondent identifier
australia-republic-1999,cdd-australia-republic-1999-survey,data,Reviewed poll-level survey,data/australia-republic-1999/survey.sav,cdd-australia-republic-1999-survey,data/australia_republic/Australia.sav,dbbbe94953ac3c2faf8427f362fcf04f809490f429629e47d3025292edc64026,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
australia-republic-1999,cdd-australia-republic-1999-survey-variables,codebook,Source variables,data/australia-republic-1999/variables.csv,cdd-australia-republic-1999-survey-variables,data/australia_republic/Australia.sav,a2348165d89c6168b59e491641a97f1f58a70163c1dce75e23b471ff5bf39117,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
australia-republic-1999,cdd-australia-republic-1999-survey-value-labels,codebook,Source value-labels,data/australia-republic-1999/value-labels.csv,cdd-australia-republic-1999-survey-value-labels,data/australia_republic/Australia.sav,5d2492af67b45f922d9c6d34175e7435cdd98bb7be826d1a0bbdff381a45e8da,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
australia-republic-1999,cdd-australia-republic-1999-codebook,codebook,Original codebook.doc,data/australia-republic-1999/codebook.doc,cdd-australia-republic-1999-codebook,data/australia_republic/codebooks/Australian codebook.doc,9015c687cc107079efafccd9d1ed224ab5d52b8f7906530423250e18b2363b84,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
australia-republic-1999,material-218f80d359921e91-australia-republic-1999,paper,adp5,data/australia-republic-1999/papers/adp5.doc,material-218f80d359921e91,meta_data/cdd_papers/adp5.doc,218f80d359921e918cb440c745e09b4d8cd249bd1bd5d06d2d82da0e73bdbbfd,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
australia-republic-1999,material-14f09619eb8626fc-australia-republic-1999,codebook,AllPollIndices,data/shared/codebooks/attitude_indices/allpollindices.csv,material-14f09619eb8626fc,meta_data/attitude_indices/AllPollIndices.csv,14f09619eb8626fc7861fe1bd3ca498a35fec8cfdcc8ba9728ff6e80b9e56992,review-required,approved-public,published,Cross-poll definition reference. Check the named poll and file version before interpreting formulas; crosswalk labels are not authoritative by themselves. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
australia-republic-1999,material-e0ff5cf4f836a41b-australia-republic-1999,codebook,AllPollIndices_withEmpiricalPremises,data/shared/codebooks/attitude_indices/allpollindices-withempiricalpremises.csv,material-e0ff5cf4f836a41b,meta_data/attitude_indices/AllPollIndices_withEmpiricalPremises.csv,e0ff5cf4f836a41b9bb66245130d5246dd7a942668872045c5ee66be48d1f2f5,review-required,approved-public,published,Cross-poll definition reference. Check the named poll and file version before interpreting formulas; crosswalk labels are not authoritative by themselves. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
australia-republic-1999,material-9408908108592c63-australia-republic-1999,codebook,Appendix A -1-13-14,data/shared/codebooks/knowledge_indices/appendix-a-1-13-14.docx,material-9408908108592c63,meta_data/knowledge_indices/Appendix A -1-13-14.docx,9408908108592c6339ae1041bd0d118c210451535cd317be4c431871b0c5e75c,review-required,approved-public,published,Cross-poll definition reference. Check the named poll and file version before interpreting formulas; crosswalk labels are not authoritative by themselves. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
australia-republic-1999,material-a6eea8ca19a00fe8-australia-republic-1999,codebook,Appendix A -9-14-14,data/shared/codebooks/knowledge_indices/appendix-a-9-14-14.docx,material-a6eea8ca19a00fe8,meta_data/knowledge_indices/Appendix A -9-14-14.docx,a6eea8ca19a00fe84b2b3bab798a67aec325c43ae5be66f3a51525976e1032d1,review-required,approved-public,published,Cross-poll definition reference. Check the named poll and file version before interpreting formulas; crosswalk labels are not authoritative by themselves. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
australia-republic-1999,material-7af1872d80219bc0-australia-republic-1999,codebook,Rosetta Stone,data/shared/codebooks/rosetta_stone/rosetta-stone.xls,material-7af1872d80219bc0,meta_data/rosetta_stone/Rosetta Stone.xls,7af1872d80219bc0f745e63c426cec847e480a8c2aa180072f6e2a838b4974c3,review-required,approved-public,published,Cross-poll definition reference. Check the named poll and file version before interpreting formulas; crosswalk labels are not authoritative by themselves. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
australia-republic-1999,material-7731a4ce1a2d98a7-australia-republic-1999,research-design,Appendix - Poll Details- 5-18-14--e,data/shared/design/poll_details/appendix-poll-details-5-18-14-e.docx,material-7731a4ce1a2d98a7,meta_data/poll_details/Appendix - Poll Details- 5-18-14--e.docx,7731a4ce1a2d98a79b7ae2657648c01a1625bad2d4be07c3bd97c2b029d869d1,review-required,approved-public,published,Cross-poll definition reference. Check the named poll and file version before interpreting formulas; crosswalk labels are not authoritative by themselves. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
australia-republic-1999,material-a7a3c9c03cb4f75a-australia-republic-1999,paper,Deliberation and Referendum Voting,data/australia-republic-1999/papers/australia-referendum-paper.pdf,material-a7a3c9c03cb4f75a,,a7a3c9c03cb4f75a06337081b46d18f4942152dd416a93fe29f0afaf06792552,review-required,approved-public,published,"Luskin, Fishkin, McAllister, Higley and Ryan. Use for referendum attitudes, knowledge and sample; compare manuscript vintage to historical scoring. Source URL: https://drive.google.com/file/d/1Xe8eBKenJpdx-cSg6NTRx8akwvqePBBz/view?usp=sharing. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply."
australia-republic-1999,material-7ad6c3c2eb5f0731-australia-republic-1999,paper,Deliberation and Net Attitude Change,data/shared/papers/deliberation-net-change-paper.pdf,material-7ad6c3c2eb5f0731,,7ad6c3c2eb5f0731dfef055365cfd661fe3ef5be00f7d8ceb5136972fefd58ac,review-required,approved-public,published,"ECPR September 2007 manuscript. Introduction and tables differ in stated coverage; Table 1/2 sample sizes and index counts are version checks, not an independently established scoring contract. Source URL: https://drive.google.com/file/d/1IZQTpQMml7XSlwSU1GNOqzZb-mDecS5g/view?usp=sharing. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply."
