source_column,storage_type,source_class,parquet_type,variable_label,source_format,missing_values,missing_range,public,publication_note
username,character,character,,,%12s,,,FALSE,Excluded; see source_field_exclusions
session,double,numeric,float64,session number,%8.0g,,,TRUE,Retained
mtg1,double,haven_labelled|vctrs_vctr|double,float64,meeting 1 attendance,%8.0g,,,TRUE,Retained
mtg2,double,haven_labelled|vctrs_vctr|double,float64,meeting 2 attendance,%8.0g,,,TRUE,Retained
mtg3,double,haven_labelled|vctrs_vctr|double,float64,meeting 3 attendance,%8.0g,,,TRUE,Retained
mtg4,double,haven_labelled|vctrs_vctr|double,float64,meeting 4 attendance,%8.0g,,,TRUE,Retained
mtg5,double,haven_labelled|vctrs_vctr|double,float64,meeting 5 attendance,%8.0g,,,TRUE,Retained
mtgatt,double,numeric,float64,number of meetings attended,%8.0g,,,TRUE,Retained
stratanu,double,haven_labelled|vctrs_vctr|double,float64,strata (numeric),%8.0g,,,TRUE,Retained
expcont,double,haven_labelled|vctrs_vctr|double,float64,control versus experimental,%8.0g,,,TRUE,Retained
group,double,haven_labelled|vctrs_vctr|double,float64,group,%8.0g,,,TRUE,Retained
husband,double,haven_labelled|vctrs_vctr|double,float64,husband participated for wife,%8.0g,,,TRUE,Retained
jan2003,double,haven_labelled|vctrs_vctr|double,float64,dop january 2003 participant,%8.0g,,,TRUE,Retained
sept2003,double,haven_labelled|vctrs_vctr|double,float64,dop september 2003 participant,%8.0g,,,TRUE,Retained
compf1,double,haven_labelled|vctrs_vctr|double,float64,completed feb follow up survey - experimental and control (4 wave),%8.0g,,,TRUE,Retained
b1dstart,double,numeric,float64,date interview started,%12.0g,,,TRUE,Retained
b1tstart,double,numeric,float64,time interview started,%12.0g,,,TRUE,Retained
b1dend,double,numeric,float64,date interview ended,%12.0g,,,TRUE,Retained
b1tend,double,numeric,float64,time interview ended,%12.0g,,,TRUE,Retained
b1dur,double,numeric,float64,duration of interview in minutes,%9.0g,,,TRUE,Retained
b1durcat,double,haven_labelled|vctrs_vctr|double,float64,duration of interview (categorized in 5-minute intervals),%8.0g,,,TRUE,Retained
ftchbus,double,numeric,float64,t1 to t2 change in bush's rating on feeling thermometer (q22_1),%8.0g,,,TRUE,Retained
ftchker,double,numeric,float64,t1 to t2 change in kerry's rating on feeling thermometer (q22_3),%8.0g,,,TRUE,Retained
ftchedw,double,numeric,float64,t1 to t2 change in ewards' rating on feeling thermometer (q22_6),%9.0g,,,TRUE,Retained
ftchdean,double,numeric,float64,t1 to t2 change in dean's rating on feeling thermometer (q22_2),%9.0g,,,TRUE,Retained
ftchclar,double,numeric,float64,t1 to t2 change in clark's rating on feeling thermometer (q22_4),%8.0g,,,TRUE,Retained
ftchshar,double,numeric,float64,t1 to t2 change in sharpton's rating on feeling thermometer (q22_8),%9.0g,,,TRUE,Retained
ftc50bus,double,numeric,float64,"t1 to t2 change in bush's rating on feeling thermometer, with all dks/refused pl",%8.0g,,,TRUE,Retained
ftc50ker,double,numeric,float64,"t1 to t2 change in kerry's rating on feeling thermometer, with all dks/refused p",%8.0g,,,TRUE,Retained
ftc50edw,double,numeric,float64,"t1 to t2 change in ewards' rating on feeling thermometer, with all dks/refused p",%9.0g,,,TRUE,Retained
ftc50dea,double,numeric,float64,"t1 to t2 change in dean's rating on feeling thermometer, with all dks/refused pl",%9.0g,,,TRUE,Retained
ftc50cla,double,numeric,float64,"t1 to t2 change in clark's rating on feeling thermometer, with all dks/refused p",%8.0g,,,TRUE,Retained
