poll_id,artifact_id,artifact_type,title,location,source_id,original_archive_path,sha256,rights_status,disclosure_status,publication_status,notes
btp-presidential-primaries-2004,material-f3671213505686ab-btp-presidential-primaries-2004,paper,presidential-nomination,data/shared/papers/presidential-nomination.pdf,material-f3671213505686ab,meta_data/cdd_papers/presidential-nomination.pdf,f3671213505686abc0e58b69c631797ea3f38a02b5065db797738ac9bad88528,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
btp-presidential-primaries-2004,material-14f09619eb8626fc-btp-presidential-primaries-2004,codebook,AllPollIndices,data/shared/codebooks/attitude_indices/allpollindices.csv,material-14f09619eb8626fc,meta_data/attitude_indices/AllPollIndices.csv,14f09619eb8626fc7861fe1bd3ca498a35fec8cfdcc8ba9728ff6e80b9e56992,review-required,approved-public,published,Cross-poll definition reference. Check the named poll and file version before interpreting formulas; crosswalk labels are not authoritative by themselves. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
btp-presidential-primaries-2004,material-e0ff5cf4f836a41b-btp-presidential-primaries-2004,codebook,AllPollIndices_withEmpiricalPremises,data/shared/codebooks/attitude_indices/allpollindices-withempiricalpremises.csv,material-e0ff5cf4f836a41b,meta_data/attitude_indices/AllPollIndices_withEmpiricalPremises.csv,e0ff5cf4f836a41b9bb66245130d5246dd7a942668872045c5ee66be48d1f2f5,review-required,approved-public,published,Cross-poll definition reference. Check the named poll and file version before interpreting formulas; crosswalk labels are not authoritative by themselves. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
btp-presidential-primaries-2004,material-9408908108592c63-btp-presidential-primaries-2004,codebook,Appendix A -1-13-14,data/shared/codebooks/knowledge_indices/appendix-a-1-13-14.docx,material-9408908108592c63,meta_data/knowledge_indices/Appendix A -1-13-14.docx,9408908108592c6339ae1041bd0d118c210451535cd317be4c431871b0c5e75c,review-required,approved-public,published,Cross-poll definition reference. Check the named poll and file version before interpreting formulas; crosswalk labels are not authoritative by themselves. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
btp-presidential-primaries-2004,material-a6eea8ca19a00fe8-btp-presidential-primaries-2004,codebook,Appendix A -9-14-14,data/shared/codebooks/knowledge_indices/appendix-a-9-14-14.docx,material-a6eea8ca19a00fe8,meta_data/knowledge_indices/Appendix A -9-14-14.docx,a6eea8ca19a00fe84b2b3bab798a67aec325c43ae5be66f3a51525976e1032d1,review-required,approved-public,published,Cross-poll definition reference. Check the named poll and file version before interpreting formulas; crosswalk labels are not authoritative by themselves. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
btp-presidential-primaries-2004,material-7af1872d80219bc0-btp-presidential-primaries-2004,codebook,Rosetta Stone,data/shared/codebooks/rosetta_stone/rosetta-stone.xls,material-7af1872d80219bc0,meta_data/rosetta_stone/Rosetta Stone.xls,7af1872d80219bc0f745e63c426cec847e480a8c2aa180072f6e2a838b4974c3,review-required,approved-public,published,Cross-poll definition reference. Check the named poll and file version before interpreting formulas; crosswalk labels are not authoritative by themselves. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
btp-presidential-primaries-2004,material-7731a4ce1a2d98a7-btp-presidential-primaries-2004,research-design,Appendix - Poll Details- 5-18-14--e,data/shared/design/poll_details/appendix-poll-details-5-18-14-e.docx,material-7731a4ce1a2d98a7,meta_data/poll_details/Appendix - Poll Details- 5-18-14--e.docx,7731a4ce1a2d98a79b7ae2657648c01a1625bad2d4be07c3bd97c2b029d869d1,review-required,approved-public,published,Cross-poll definition reference. Check the named poll and file version before interpreting formulas; crosswalk labels are not authoritative by themselves. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
btp-presidential-primaries-2004,material-fe97b92d2e9a1c8e-btp-presidential-primaries-2004,paper,Deliberative Preferences in the Presidential Nomination Campaign,data/shared/papers/primaries-paper.pdf,material-fe97b92d2e9a1c8e,,fe97b92d2e9a1c8ecc786f267fd806b11e8ac19b9bff0b57cd5e913336f2ab80,review-required,approved-public,published,"Iyengar, Luskin and Fishkin, 29 November 2005. Event starts 19 January 2004. Two repository primary cohorts remain unresolved; shared reference does not establish their equivalence. Source URL: https://drive.google.com/file/d/1I32t0i1kXuz9iTXWPPArgleFmawQq_4Z/view?usp=sharing. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply."
btp-presidential-primaries-2004,material-7ad6c3c2eb5f0731-btp-presidential-primaries-2004,paper,Deliberation and Net Attitude Change,data/shared/papers/deliberation-net-change-paper.pdf,material-7ad6c3c2eb5f0731,,7ad6c3c2eb5f0731dfef055365cfd661fe3ef5be00f7d8ceb5136972fefd58ac,review-required,approved-public,published,"ECPR September 2007 manuscript. Introduction and tables differ in stated coverage; Table 1/2 sample sizes and index counts are version checks, not an independently established scoring contract. Source URL: https://drive.google.com/file/d/1IZQTpQMml7XSlwSU1GNOqzZb-mDecS5g/view?usp=sharing. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply."
btp-presidential-primaries-2004,cdd-btp-presidential-primaries-2004-survey,data,survey,data/btp-presidential-primaries-2004/survey.parquet,cdd-btp-presidential-primaries-2004-survey,data/BTP/2004OnlinePrimaries/data/2004 online primaries_hlm.dta,176b246f277f634011b2cb8abad3a46dda9dc9eb43a5f40d9903f59f91d682f4,owner-approved,approved-public,published,Original response fields and source row preserved; username and transcriptname omitted; verbatim answers retained.
