poll_id,artifact_id,artifact_type,title,location,source_id,original_archive_path,sha256,rights_status,disclosure_status,publication_status,notes
europolis-2009,cor-sood-europolis-2009,data,Cor-Sood scored knowledge battery,data/europolis-2009/knowledge-battery.csv,cor-sood-europolis-2009,replication/data.zip:data/eu2009.csv,bd815c252072467e9da9f3fc6bf4e3c9d65dab01a582506ada66aa86b52a0258,public-license,approved-public,published,Scored binary items; row number is not a respondent identifier
europolis-2009,cdd-europolis-2009-survey,data,Reviewed poll-level survey,data/europolis-2009/survey.sav,cdd-europolis-2009-survey,data/eu_2009/europe_data/EUROPOLIS-DATA-NEW-OCT-2010.sav,e91478e230cb2ebe74771da6ac25d3f27c5d31104724c18724ef4b16a427d43e,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
europolis-2009,cdd-europolis-2009-survey-variables,codebook,Source variables,data/europolis-2009/variables.csv,cdd-europolis-2009-survey-variables,data/eu_2009/europe_data/EUROPOLIS-DATA-NEW-OCT-2010.sav,fa641c3148dc39f7cde6aa5e0fe0bc1379a91d02ed20470592ff2b269b2da834,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
europolis-2009,cdd-europolis-2009-survey-value-labels,codebook,Source value-labels,data/europolis-2009/value-labels.csv,cdd-europolis-2009-survey-value-labels,data/eu_2009/europe_data/EUROPOLIS-DATA-NEW-OCT-2010.sav,fa5b60355e29ac0fe7dfa3373739930759b0423298d260566b24a0424433a02d,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
europolis-2009,cdd-europolis-2009-codebook,codebook,Original codebook.txt,data/europolis-2009/codebook.txt,cdd-europolis-2009-codebook,data/eu_2009/EU codebook.txt,51201142b48d1431f5bd4cbfc1e3f0cfa3eadda9fcfff8d7822ff2abeb170e79,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
europolis-2009,cdd-europolis-2009-questionnaire-post,questionnaire,Original questionnaire-post.doc,data/europolis-2009/questionnaire-post.doc,cdd-europolis-2009-questionnaire-post,data/eu_2009/questionnaires/T3 Questionnaires/T3 questionnaire_EN.doc,66486d9ce06dc2568654ae654582d010d8afd454c0afe0162905d922b1172bbc,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
europolis-2009,material-14f09619eb8626fc-europolis-2009,codebook,AllPollIndices,data/shared/codebooks/attitude_indices/allpollindices.csv,material-14f09619eb8626fc,meta_data/attitude_indices/AllPollIndices.csv,14f09619eb8626fc7861fe1bd3ca498a35fec8cfdcc8ba9728ff6e80b9e56992,review-required,approved-public,published,"Cross-poll definition reference. Check the named poll and file version before interpreting formulas; crosswalk labels are not authoritative by themselves. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply. Cleanup review: Genuine cross-poll coding evidence. Required build input read by scripts/12_build_polardata.R; 129 attitude targets plus header, canonical historical registry."
europolis-2009,material-e0ff5cf4f836a41b-europolis-2009,codebook,AllPollIndices_withEmpiricalPremises,data/shared/codebooks/attitude_indices/allpollindices-withempiricalpremises.csv,material-e0ff5cf4f836a41b,meta_data/attitude_indices/AllPollIndices_withEmpiricalPremises.csv,e0ff5cf4f836a41b9bb66245130d5246dd7a942668872045c5ee66be48d1f2f5,review-required,approved-public,published,Cross-poll definition reference. Check the named poll and file version before interpreting formulas; crosswalk labels are not authoritative by themselves. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply. Cleanup review: Genuine cross-poll coding evidence. 144 rows plus header; includes empirical-premise indices deliberately absent from current 129-row build registry. Unique evidence for future corrections.
europolis-2009,material-a6eea8ca19a00fe8-europolis-2009,codebook,Appendix A -9-14-14,data/shared/codebooks/knowledge_indices/appendix-a-9-14-14.docx,material-a6eea8ca19a00fe8,meta_data/knowledge_indices/Appendix A -9-14-14.docx,a6eea8ca19a00fe84b2b3bab798a67aec325c43ae5be66f3a51525976e1032d1,review-required,approved-public,published,Cross-poll definition reference. Check the named poll and file version before interpreting formulas; crosswalk labels are not authoritative by themselves. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply. Cleanup review: Genuine cross-poll coding evidence. 273-paragraph cross-poll knowledge-item appendix extends January content; retain complete version.
europolis-2009,material-7af1872d80219bc0-europolis-2009,codebook,Rosetta Stone,data/shared/codebooks/rosetta_stone/rosetta-stone.xls,material-7af1872d80219bc0,meta_data/rosetta_stone/Rosetta Stone.xls,7af1872d80219bc0f745e63c426cec847e480a8c2aa180072f6e2a838b4974c3,review-required,approved-public,published,"Cross-poll definition reference. Check the named poll and file version before interpreting formulas; crosswalk labels are not authoritative by themselves. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply. Cleanup review: Genuine cross-poll coding evidence. 136×8 cross-poll dataset URLs, filters, group identifiers and 0–1 index mapping; retain single content representative."
europolis-2009,material-7731a4ce1a2d98a7-europolis-2009,research-design,Appendix - Poll Details- 5-18-14--e,data/shared/design/poll_details/appendix-poll-details-5-18-14-e.docx,material-7731a4ce1a2d98a7,meta_data/poll_details/Appendix - Poll Details- 5-18-14--e.docx,7731a4ce1a2d98a79b7ae2657648c01a1625bad2d4be07c3bd97c2b029d869d1,review-required,approved-public,published,"Cross-poll definition reference. Check the named poll and file version before interpreting formulas; crosswalk labels are not authoritative by themselves. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply. Cleanup review: Already cited across21 poll references; includes24 polls and four source-linked duration comments. Compared all14 DOCX table rows plus comments XML, and corresponding PDF texts. No executable code reads these appendices."
europolis-2009,material-74e34d348825e2fa-europolis-2009,paper,Europolis and the European public sphere: empirical explorations of a counterfactual ideal,data/europolis-2009/papers/europolis-research-paper.pdf,material-74e34d348825e2fa,,74e34d348825e2fa07d70522b9597989a43828b897e18b2abe824a864fe1555e,review-required,approved-public,published,"2014 European Union Politics preprint; participant sampling, policy attitudes and knowledge. Download matches the archived PDF bytes. Source URL: https://drive.google.com/file/d/1DmQBI2yTKiONaRiID0EsGPMNzJCi-xGT/view. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply."
europolis-2009,material-8a628e3964b79904-europolis-2009,research-design,Europolis paper appendix,data/europolis-2009/design/europolis-research-appendix.pdf,material-8a628e3964b79904,,8a628e3964b79904c51e5b1132e72dc993499bacaa55e9ee1a01f80fbd81edac,review-required,approved-public,published,Companion to the European public sphere paper; methods and supplementary measures to consult during reconstruction. Source URL: https://drive.google.com/file/d/1YfE7Em4_LhEqKOg0I_03meV0W6z7mNcr/view. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
europolis-2009,material-751f122eddd882c6-europolis-2009,event-report,Europolis attitude changes,data/europolis-2009/reports/europolis-attitudes.pdf,material-751f122eddd882c6,,751f122eddd882c6ccce2ccef07726994535d85fececd700214e8d394b6ff6b8,review-required,approved-public,published,Published pre/post item summaries; align waves and scale endpoints before comparing. Source URL: https://drive.google.com/file/d/1cwQgzQ6FZTtaoVbAa_Q2C1vNHdH2g9Jo/view. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
europolis-2009,material-940941bbf88e0216-europolis-2009,event-report,Europolis knowledge gains,data/europolis-2009/reports/europolis-knowledge.pdf,material-940941bbf88e0216,,940941bbf88e0216b5b30f19b1a76a79fec044ae7368937c68efd10004f7a391,review-required,approved-public,published,Published item knowledge results; denominator and answer-key checks required. Source URL: https://drive.google.com/file/d/15QA9bdlDEQNh3DvJvRpum4yBwqoui4f0/view. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
