source_column,storage_type,source_class,parquet_type,variable_label,source_format,missing_values,missing_range,public,publication_note
sn1,double,numeric,,SN1. Survey Number,F4.0,,,TRUE,Retained
id1,double,numeric,,ID1. Interview number,F8.0,,,TRUE,Retained
UniqueID,double,numeric,,Uniqueid (id1+c1),F10.0,,,TRUE,Retained
V4_ID1,double,numeric,,V4_ID1. Interview number,F8.0,,,TRUE,Retained
WAVE,double,haven_labelled|vctrs_vctr|double,,V4_t1 Questionnaire waves,F1.0,,,TRUE,Retained
GROUP_T1,double,haven_labelled|vctrs_vctr|double,, Respondents' Group,F1.0,,,TRUE,Retained
GROUP_T1BIS,double,haven_labelled|vctrs_vctr|double,,"Participants-non participants, test-control",F1.0,,,TRUE,Retained
COUNTRY1,double,haven_labelled|vctrs_vctr|double,,EuroPolis Country code,F2.0,,,TRUE,Retained
COUNTRY2,double,haven_labelled|vctrs_vctr|double,,C1. Country,F2.0,,,TRUE,Retained
TYPE,double,haven_labelled|vctrs_vctr|double,,"Type of respondent (Test-Control group, Participant-Not Participant, Interviewed-Not Interviewed)",F8.0,,,TRUE,Retained
Q1_A1,double,haven_labelled|vctrs_vctr|double,,QA1. Type of refusal,F1.0,,,TRUE,Retained
Q1_B1,double,haven_labelled|vctrs_vctr|double,,QB1. Reasons for refusal,F1.0,,,TRUE,Retained
sex1,double,haven_labelled|vctrs_vctr|double,,SEX1. Gender,F1.0,,,TRUE,Retained
age1,double,numeric,,AGE1. Year of birth,F4.0,,,TRUE,Retained
educ1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,EDUC1. At what age did you complete your full-time education?,F3.0,999|997,,TRUE,Retained
class1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,CLASS1. To which of the following categories do you feel you belong,F1.0,997|999,,TRUE,Retained
reli1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,RELI1. What is your religion if you have one?,F2.0,996|997|999,,TRUE,Retained
religiosity1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,"RELIGIOSITY1. Apart from weddings or funerals, about how often do you attend religious services?",F2.0,997|999,,TRUE,Retained
birth1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,BIRTH1. In which country were you born…?,F1.0,997|999,,TRUE,Retained
parentsbirth1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,PARENTSBIRTH1. Which of these proposals corresponds to your situation?,F1.0,999,,TRUE,Retained
leftright14,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,LEFTRIGHT14. In political matters people talk of 'the left' and 'the right'. What is your position? Please indicate your views using any number on a scale where '0' means 'left' and '10' means 'right.' Which number best describes your position?,F2.0,999,,TRUE,Retained
nat1_1,double,haven_labelled|vctrs_vctr|double,,NAT1_1 . What is your nationality? Please tell me the country(ies) that applies(y)-Belgium.,F1.0,,,TRUE,Retained
nat1_2,double,haven_labelled|vctrs_vctr|double,,NAT1_2 . What is your nationality? Please tell me the country(ies) that applies(y)-Denmark.,F1.0,,,TRUE,Retained
nat1_3,double,haven_labelled|vctrs_vctr|double,,NAT1_3 . What is your nationality? Please tell me the country(ies) that applies(y)-Germany.,F1.0,,,TRUE,Retained
nat1_4,double,haven_labelled|vctrs_vctr|double,,NAT1_4 . What is your nationality? Please tell me the country(ies) that applies(y)-Greece .,F1.0,,,TRUE,Retained
nat1_5,double,haven_labelled|vctrs_vctr|double,,NAT1_5 . What is your nationality? Please tell me the country(ies) that applies(y)-Spain.,F1.0,,,TRUE,Retained
nat1_6,double,haven_labelled|vctrs_vctr|double,,NAT1_6 . What is your nationality? Please tell me the country(ies) that applies(y)-France.,F1.0,,,TRUE,Retained
nat1_7,double,haven_labelled|vctrs_vctr|double,,NAT1_7 . What is your nationality? Please tell me the country(ies) that applies(y)-Ireland.,F1.0,,,TRUE,Retained
nat1_8,double,haven_labelled|vctrs_vctr|double,,NAT1_8 . What is your nationality? Please tell me the country(ies) that applies(y)-Italy.,F1.0,,,TRUE,Retained
nat1_9,double,haven_labelled|vctrs_vctr|double,,NAT1_9 . What is your nationality? Please tell me the country(ies) that applies(y)-Luxembourg.,F1.0,,,TRUE,Retained
nat1_10,double,haven_labelled|vctrs_vctr|double,,NAT1_10. What is your nationality? Please tell me the country(ies) that applies(y)-Netherlands.,F1.0,,,TRUE,Retained
nat1_11,double,haven_labelled|vctrs_vctr|double,,NAT1_11. What is your nationality? Please tell me the country(ies) that applies(y)-Portugal.,F1.0,,,TRUE,Retained
nat1_12,double,haven_labelled|vctrs_vctr|double,,"NAT1_12. What is your nationality? Please tell me the country(ies) that applies(y)-United Kingdom (Great Britain, Northern Ireland).",F1.0,,,TRUE,Retained
nat1_13,double,haven_labelled|vctrs_vctr|double,,NAT1_13. What is your nationality? Please tell me the country(ies) that applies(y)-Austria.,F1.0,,,TRUE,Retained
nat1_14,double,haven_labelled|vctrs_vctr|double,,NAT1_14. What is your nationality? Please tell me the country(ies) that applies(y)-Sweden.,F1.0,,,TRUE,Retained
nat1_15,double,haven_labelled|vctrs_vctr|double,,NAT1_15. What is your nationality? Please tell me the country(ies) that applies(y)-Finland.,F1.0,,,TRUE,Retained
nat1_16,double,haven_labelled|vctrs_vctr|double,,NAT1_16. What is your nationality? Please tell me the country(ies) that applies(y)-Republic of Cyprus.,F1.0,,,TRUE,Retained
nat1_17,double,haven_labelled|vctrs_vctr|double,,NAT1_17. What is your nationality? Please tell me the country(ies) that applies(y)-Czech Republic.,F1.0,,,TRUE,Retained
nat1_18,double,haven_labelled|vctrs_vctr|double,,NAT1_18. What is your nationality? Please tell me the country(ies) that applies(y)-Estonia.,F1.0,,,TRUE,Retained
nat1_19,double,haven_labelled|vctrs_vctr|double,,NAT1_19. What is your nationality? Please tell me the country(ies) that applies(y)-Hungary.,F1.0,,,TRUE,Retained
nat1_20,double,haven_labelled|vctrs_vctr|double,,NAT1_20. What is your nationality? Please tell me the country(ies) that applies(y)-Latvia .,F1.0,,,TRUE,Retained
nat1_21,double,haven_labelled|vctrs_vctr|double,,NAT1_21. What is your nationality? Please tell me the country(ies) that applies(y)-Lithuania.,F1.0,,,TRUE,Retained
nat1_22,double,haven_labelled|vctrs_vctr|double,,NAT1_22. What is your nationality? Please tell me the country(ies) that applies(y)-Malta.,F1.0,,,TRUE,Retained
nat1_23,double,haven_labelled|vctrs_vctr|double,,NAT1_23. What is your nationality? Please tell me the country(ies) that applies(y)-Poland.,F1.0,,,TRUE,Retained
nat1_24,double,haven_labelled|vctrs_vctr|double,,NAT1_24. What is your nationality? Please tell me the country(ies) that applies(y)-Slovakia.,F1.0,,,TRUE,Retained
nat1_25,double,haven_labelled|vctrs_vctr|double,,NAT1_25. What is your nationality? Please tell me the country(ies) that applies(y)-Slovenia.,F1.0,,,TRUE,Retained
nat1_26,double,haven_labelled|vctrs_vctr|double,,NAT1_26. What is your nationality? Please tell me the country(ies) that applies(y)-Bulgaria.,F1.0,,,TRUE,Retained
nat1_27,double,haven_labelled|vctrs_vctr|double,,NAT1_27. What is your nationality? Please tell me the country(ies) that applies(y)-Romania.,F1.0,,,TRUE,Retained
nat1_28,double,haven_labelled|vctrs_vctr|double,,NAT1_28. What is your nationality? Please tell me the country(ies) that applies(y)-Other countries.,F1.0,,,TRUE,Retained
nat1_29,double,haven_labelled|vctrs_vctr|double,,NAT1_29. What is your nationality? Please tell me the country(ies) that applies(y)-Dk.,F1.0,,,TRUE,Retained
V1Q1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,"V1Q1There will be elections for the European Parliament on [DATE]. On a scale from 0 to 10, where '0' means you definitely won’t vote, '10' means you definitely will vote, and '5' is 'exactly in-between', how likely or not is it that you will vote in this",F2.0,999|998|997,,TRUE,Retained
V1Q2,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,"V1Q2. If you vote, which party do you expect to vote for?",F2.0,999|998|997,,TRUE,Retained
V1Q7,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,"V1Q7. On a scale from 0 to 10, where '0' is 'no problem at all', '10' is 'the most serious problem we face', and '5' is 'exactly in the middle', how serious a problem or not would you say immigration is?",F2.0,999|998|997,,TRUE,Retained
V1Q8a,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,"V1Q8aSome people think that [COUNTRY] should send all illegal immigrants back to the countries they came from. Suppose these people are at one end of a 0-to-10 scale, at point 0. Other people think that [COUNTRY] should legalize all the illegal immigrants",F2.0,999|998|997,,TRUE,Retained
V1Q9_1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,V1Q9_1. Illegal immigrants should be eligible for national health care - How strongly would you agree or disagree with each of the following statements?,F1.0,999|998|997,,TRUE,Retained
V1Q9_2,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,V1Q9_2. The children of illegal immigrants should be eligible to attend public school - How strongly would you agree or disagree with each of the following statements?,F1.0,999|998|997,,TRUE,Retained
V1Q9_3,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,V1Q9_3. Decisions about what immigrants to admit should take no account of what country they are from - How strongly would you agree or disagree with each of the following statements?,F1.0,999|998|997,,TRUE,Retained
V1Q10_1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,"V1Q10_1Having job skills that employers need -On a 0-10 scale, where '0' is 'extremely unimportant', '10' is 'extremely important', and '5' is 'exactly in the middle', how important or not would you say each of the following criteria should be in deciding",F2.0,999|998|997,,TRUE,Retained
V1Q10_2,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,"V1Q10_2. Having close family in [COUNTRY]On a 0-10 scale, where '0' is 'extremely unimportant', '10' is 'extremely important', and '5' is 'exactly in the middle', how important or not would you say each of the following criteria should be in deciding what",F2.0,999|998|997,,TRUE,Retained
V1Q10_3,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,"V1Q10_3. Being able to speak [NATIONAL LANGUAGE. WHEN MORE THAN ONE OFFICIAL LANGUAGE, THEN LANG. 1 OR LANG.2]On a 0-10 scale, where '0' is 'extremely unimportant', '10' is 'extremely important', and '5' is 'exactly in the middle', how important or not wo",F2.0,999|998|997,,TRUE,Retained
V1Q10_4,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,"V1Q10_4. Being ChristianOn a 0-10 scale, where '0' is 'extremely unimportant', '10' is 'extremely important', and '5' is 'exactly in the middle', how important or not would you say each of the following criteria should be in deciding what immigrants from",F2.0,999|998|997,,TRUE,Retained
V1Q10_5,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,"V1Q10_5. Being White - On a 0-10 scale, where '0' is 'extremely unimportant'10' is 'extremely important', and '5' is 'exactly in the middle', how important or not would you say each of the following criteria should be in deciding what immigrants from non-",F2.0,999|998|997,,TRUE,Retained
V1Q10_6,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,"V1Q10_6.Being able to support oneself financially - On a 0-10 scale, where '0' is 'extremely unimportant '10' is 'extremely important', and '5' is 'exactly in the middle', how important or not would you say each of the following criteria should be in deci",F2.0,999|998|997,,TRUE,Retained
V1Q10_7,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,"V1Q10_7.Commitment to the [NATIONALITY] way of life - On a 0-10 scale, where '0' is 'extremely unimportant', '10' is 'extremely important and '5' is 'exactly in the middle', how important or not would you say each of the following criteria should be in de",F2.0,999|998|997,,TRUE,Retained
V1Q10_8,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,"V1Q10_8.Coming from a similar culture - On a 0-10 scale, where '0' is 'extremely unimportant '10' is 'extremely important', and '5' is 'exactly in the middle', how important or not would you say each of the following criteria should be in deciding what im",F2.0,999|998|997,,TRUE,Retained
V1Q11_1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,V1Q11_1. Reinforcing border controls - And how strongly would you favour or oppose each of the following?,F1.0,999|998|997,,TRUE,Retained
V1Q11_2,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,V1Q11_2. Imposing penalties on employers who hire illegal immigrants - And how strongly would you favour or oppose each of the following?,F1.0,999|998|997,,TRUE,Retained
V1Q12,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,"V1Q12. Generally speaking, what is your opinion on the number of people living in [COUNTRY] who are not citizens of the European Union countries? Are there...?",F1.0,999|998|997,,TRUE,Retained
V1Q13_1,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,V1Q13_1. The contributions from working immigrants will help maintain the pension system - How strongly would you agree or disagree with each of the following statements?,F1.0,999|998|997,,TRUE,Retained
V1Q13_2,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,V1Q13_2. Immigration increases crime in our society - How strongly would you agree or disagree with each of the following statements?,F1.0,999|998|997,,TRUE,Retained
V1Q13_3,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,V1Q13_3. Amnesty given to illegal immigrants will increase illegal immigration - How strongly would you agree or disagree with each of the following statements?,F1.0,999|998|997,,TRUE,Retained
V1Q15,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,"V1Q15. On a scale from 0-10 where 0 means that  Muslim immigrants have a lot to offer to [COUNTRY]’s cultural life, 10 means that Muslim immigrants threaten [NATIONALITY] culture, and 5 is exactly in the middle, where would you position yourself on this s",F2.0,999|998|997,,TRUE,Retained
V1Q16,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,"V1Q16.On a scale from  0 -10 where 0 means that immigrants take jobs from native-born [NATIONALITY], 10 means that immigrants take the sorts of jobs that [NATIONALITY] don't want and 5 is exactly in the middle, where would you position yourself on this sc",F2.0,999|998|997,,TRUE,Retained
V1Q20,double,haven_labelled_spss|haven_labelled|vctrs_vctr|double,,"V1Q20 On a scale from 0 to 10, where '0' is 'no problem at all', '10' is 'the most serious problem we face', and '5' is 'exactly in the middle', how serious a problem or not  would you say global climate change is?",F2.0,999|998|997,,TRUE,Retained
