poll_id,artifact_id,artifact_type,title,location,source_id,original_archive_path,sha256,rights_status,disclosure_status,publication_status,notes
vermont-energy-2007,cor-sood-vermont-energy-2007,data,Cor-Sood scored knowledge battery,data/vermont-energy-2007/knowledge-battery.csv,cor-sood-vermont-energy-2007,replication/data.zip:data/vt.csv,9a54514e2ebc32bf8f85877acaebf650e7ead449c8d76f810db45db6d4504925,public-license,approved-public,published,Scored binary items; row number is not a respondent identifier
vermont-energy-2007,cdd-vermont-energy-2007-survey,data,Reviewed poll-level survey,data/vermont-energy-2007/survey.sav,cdd-vermont-energy-2007-survey,data/Vermont/data/vt.sav,eed94b5323824bf4d598b405923f2e8f9422cb864111f6d226b6bcdc53b9fefa,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
vermont-energy-2007,cdd-vermont-energy-2007-survey-variables,codebook,Source variables,data/vermont-energy-2007/variables.csv,cdd-vermont-energy-2007-survey-variables,data/Vermont/data/vt.sav,e61c004d64029911d71eaacb1b88e1551cdbdc0613d987b74f646051b080605b,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
vermont-energy-2007,cdd-vermont-energy-2007-survey-value-labels,codebook,Source value-labels,data/vermont-energy-2007/value-labels.csv,cdd-vermont-energy-2007-survey-value-labels,data/Vermont/data/vt.sav,f0044d449c2cb62af0c7602480f092794e7e69c55f1ce5c909886a99ca0ae273,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
vermont-energy-2007,cdd-vermont-energy-2007-questionnaire-post-key,questionnaire,Original questionnaire-post-key.doc,data/vermont-energy-2007/questionnaire-post-key.doc,cdd-vermont-energy-2007-questionnaire-post-key,data/Vermont/Vermont SAQ T3 11-02-07 FINAL with starred correct answers.doc,27c69fe47665f6ced42d9c7725eb7c81d358e21ac0ab980c8584c5750af631f8,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
vermont-energy-2007,cdd-vermont-energy-2007-questionnaire-pre,questionnaire,Original questionnaire-pre.doc,data/vermont-energy-2007/questionnaire-pre.doc,cdd-vermont-energy-2007-questionnaire-pre,data/Vermont/Vermont IAQ (Full) 09-28-07b.doc,99406ad24dfee1ace1e78a15c508cc3ce3899e53ac1be1dcc19a2fdc024cd1ca,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
vermont-energy-2007,material-4710440da6eb03c4-vermont-energy-2007,event-report,Deliberative Polling on Vermont's Energy Future,data/vermont-energy-2007/reports/vermont-final-report.pdf,material-4710440da6eb03c4,,4710440da6eb03c4dd17688af09c7833d713c9aca2ec9ddf820b829689ff3db3,review-required,approved-public,published,"Final report; published findings, sample and energy-policy context. Questionnaire-specific answer-key issues remain open. Source URL: https://drive.google.com/file/d/1tMxbnOMpXdymbPxy0ISiei-YrfxhmOvY/view. Retrieved 2026-09-23. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply."
vermont-energy-2007,material-47b6df15a654578f-vermont-energy-2007,briefing-material,Vermont’s Energy Future briefing materials,data/vermont-energy-2007/briefing-materials/vermont-energy-briefing.pdf,material-47b6df15a654578f,https://drive.google.com/file/d/1WLc-4uwAOQW-GDTxn7Ok9WZJIyDKoGS3/view,47b6df15a654578f5986e44c70610d0ae71cf11b850228e0bdc51e1b375a5b48,review-required,approved-public,published,Downloaded public source linked by Stanford event page.
vermont-energy-2007,material-e64dd7d44feac2a2-vermont-energy-2007,paper,Taking it to the Streets: Innovative Public Engagement Process on Vermont’s Electricity Future,data/vermont-energy-2007/papers/taking-it-to-the-streets-2008.pdf,material-e64dd7d44feac2a2,https://www.aceee.org/files/proceedings/2008/data/papers/5_373.pdf,e64dd7d44feac2a2b74a925963ff32fd14f425bfc14388aafa15057864d1d7f1,review-required,approved-public,published,ACEEE 2008 Summer Study proceedings; primary author account of Vermont process.
vermont-energy-2007,material-ff07d4e41e3b6489-vermont-energy-2007,questionnaire,Original questionnaire-post-key.doc (PDF preview),data/vermont-energy-2007/questionnaire-post-key.pdf,material-ff07d4e41e3b6489,,ff07d4e41e3b64898a76a6cdd134d4e173f1b83241435b32443e2982dfb7ebe9,review-required,approved-public,published,Generated from data/vermont-energy-2007/questionnaire-post-key.doc. Original retained unchanged. See metadata/document_previews.csv for converter and verification details.
vermont-energy-2007,material-fc64a766aa30ab58-vermont-energy-2007,questionnaire,Original questionnaire-pre.doc (PDF preview),data/vermont-energy-2007/questionnaire-pre.pdf,material-fc64a766aa30ab58,,fc64a766aa30ab588af38544add01c3bf28185ee2761346c705184618779d823,review-required,approved-public,published,Generated from data/vermont-energy-2007/questionnaire-pre.doc. Original retained unchanged. See metadata/document_previews.csv for converter and verification details.
