poll_id,artifact_id,artifact_type,title,location,source_id,original_archive_path,sha256,rights_status,disclosure_status,publication_status,notes
nic-1996,cor-sood-nic-1996,data,Cor-Sood scored knowledge battery,data/nic-1996/knowledge-battery.csv,cor-sood-nic-1996,replication/data.zip:data/nic1.csv,81db9b3342b4d08786b57d6d9bbe341be1a44c6c85a43c181a325431e165a7c0,public-license,approved-public,published,Scored binary items; row number is not a respondent identifier
nic-1996,cdd-nic-1996-survey,data,Reviewed poll-level survey,data/nic-1996/survey.parquet,cdd-nic-1996-survey,data/nic_1/Data_revised/nic123_r.sav,36b488dde92fdce32992f9ddd107e3bdb39681d435438df4cfd7914acc6f47a4,owner-approved,approved-redacted,published,Reviewed source; archive path and hash retained; source license not inferred
nic-1996,cdd-nic-1996-survey-variables,codebook,Source variables,data/nic-1996/variables.csv,cdd-nic-1996-survey-variables,data/nic_1/Data_revised/nic123_r.sav,8740e78c366912c918727a4e210338d9ee817f65badc35dcff31f26c40cc0935,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
nic-1996,cdd-nic-1996-survey-value-labels,codebook,Source value-labels,data/nic-1996/value-labels.csv,cdd-nic-1996-survey-value-labels,data/nic_1/Data_revised/nic123_r.sav,0211eacfca299458daf7c4e2454a80010b2abc2b803a1dc659d1191b6549241e,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
nic-1996,cdd-nic-1996-codebook,codebook,Original codebook.txt,data/nic-1996/codebook.txt,cdd-nic-1996-codebook,data/nic_1/Code_revised/nic123_r.code,60053b7f6c5f5cfad6692d21059690b85bac973d558830d83d65f985bbaa4a64,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
nic-1996,cdd-nic-1996-questionnaire,questionnaire,Original questionnaire.pdf,data/nic-1996/questionnaire.pdf,cdd-nic-1996-questionnaire,data/nic_1/NIC Questionnaire.pdf,7043a49db250a20be4b74ea76082ca52f369a334eab0cd279ed750cc566e8fc5,owner-approved,approved-public,published,Reviewed source; archive path and hash retained; source license not inferred
nic-1996,material-99247b0bb1a1091f-nic-1996,briefing-material,nic-issues96,data/nic-1996/briefing-materials/nic-issues96.pdf,material-99247b0bb1a1091f,meta_data/briefing_materials/nic-issues96.pdf,99247b0bb1a1091fd31acb7c4951af956ab0c23473fc432872308f74076caabc,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
nic-1996,material-9e22605b26bbd3e3-nic-1996,paper,Luskin.Fishkin.2002,data/nic-1996/papers/luskin-fishkin-2002.doc,material-9e22605b26bbd3e3,meta_data/cdd_papers/Luskin.Fishkin.2002.doc,9e22605b26bbd3e3b1a8e1e7b2b39adf5eb7497b4a8f3f22d5814a01bd2e5acb,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply. Identical archive alias: meta_data/cdd_papers/nic7t.doc.
nic-1996,material-f51efc2dc1f9a9a1-nic-1996,paper,issues-convention,data/nic-1996/papers/issues-convention.pdf,material-f51efc2dc1f9a9a1,meta_data/cdd_papers/issues-convention.pdf,f51efc2dc1f9a9a1d581f26be6ce2c811814f414b297dacbff10a328361b93eb,review-required,approved-public,published,Historical metadata archive; content classified for reference. Instrument-to-variable and version-specific comparisons remain required. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
nic-1996,material-14f09619eb8626fc-nic-1996,codebook,AllPollIndices,data/shared/codebooks/attitude_indices/allpollindices.csv,material-14f09619eb8626fc,meta_data/attitude_indices/AllPollIndices.csv,14f09619eb8626fc7861fe1bd3ca498a35fec8cfdcc8ba9728ff6e80b9e56992,review-required,approved-public,published,Cross-poll definition reference. Check the named poll and file version before interpreting formulas; crosswalk labels are not authoritative by themselves. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
nic-1996,material-e0ff5cf4f836a41b-nic-1996,codebook,AllPollIndices_withEmpiricalPremises,data/shared/codebooks/attitude_indices/allpollindices-withempiricalpremises.csv,material-e0ff5cf4f836a41b,meta_data/attitude_indices/AllPollIndices_withEmpiricalPremises.csv,e0ff5cf4f836a41b9bb66245130d5246dd7a942668872045c5ee66be48d1f2f5,review-required,approved-public,published,Cross-poll definition reference. Check the named poll and file version before interpreting formulas; crosswalk labels are not authoritative by themselves. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
nic-1996,material-9408908108592c63-nic-1996,codebook,Appendix A -1-13-14,data/shared/codebooks/knowledge_indices/appendix-a-1-13-14.docx,material-9408908108592c63,meta_data/knowledge_indices/Appendix A -1-13-14.docx,9408908108592c6339ae1041bd0d118c210451535cd317be4c431871b0c5e75c,review-required,approved-public,published,Cross-poll definition reference. Check the named poll and file version before interpreting formulas; crosswalk labels are not authoritative by themselves. Original source bytes retained; no change to scoring or sample membership. Source rights retained; repository code license does not apply.
